更新时间,#genre#
20260202 16:26,url

RespoTime,whitelist,#genre#
964.36ms,东森,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/283896
964.64ms,Tv Uno,http://ftp.tiscali.it/francescovernata/TVUNO/monoscopioTvUNOint-1.wmv
964.69ms,苏州文化生活,https://live-auth.51kandianshi.com/szgd/csztv3.m3u8
964.97ms,韩国|EBS+2,http://8.138.7.223/tv/korea.php?id=10
964.97ms,野性的召唤3,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/9a6b5b4568574867933091059ff57680/1200.m3u8
965.07ms,MJ小林大人嗷,https://www.goodiptv.club/douyu/9204381
965.08ms,CCTV3,https://www.freetv.top/migu/624878271.m3u8?migutoken=2d13be95db5e58e97f6fa8da49abb89867168be140fac8df0accbbab11e6fc7f6e78cdef9168ed3f65951dadc9feafdc5ede7bbcc43c0d4c7f9510c146a2309333483f883a0be4b76da20ed280
965.13ms,悉奇,https://www.goodiptv.club/douyu/9401473
965.20ms,Кубань 24 Ⓞ,https://ok.ru/video/4157442498242
965.43ms,棕熊把守的水上要塞(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/bb2341e42865439eaed4502fcc736ea5/1200.m3u8
965.50ms,凤凰资讯,http://cdn5.1678520.xyz/live/live2.1.php?id=fhzx
965.62ms,猛虎柔情,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/dd3be5a89c1542d3bb4db0953a1430c6/1200.m3u8
965.74ms,Alert,https://itv.streams.ovh/ALEERT/ALEERT/playlist.m3u8
965.90ms,香港卫视,https://stream1.freetv.fun/xiang-gang-wei-shi-13.m3u8
965.93ms,Frikanalen,https://frikanalen.no/stream/index.m3u8
966.00ms,CCTV3,http://112.46.85.60:8009/hls/3/index.m3u8
966.04ms,Suria,https://live.catvod.com/live.php?id=Suria
966.07ms,都江堰大熊猫E,https://gcwbndali.v.myalicdn.com/gcwbnd/xiongmao15_2/index.m3u8
966.08ms,Antenna 3 Massa,https://media2021.rtvweb.com/antenna3massa/a3/playlist.m3u8
966.11ms,罗叔说戏,https://www.goodiptv.club/douyu/9788756
966.12ms,山东威海成山头,https://gctxyc.liveplay.myqcloud.com/gc/drs01_1/index.m3u8
966.13ms,动漫推荐i,https://www.goodiptv.club/douyu/5187099
966.22ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-23.ctv
966.31ms,福建旅游,http://e1.woc.iiiya.cn:18888/rtp/239.61.2.6:8030
966.41ms,广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=439b0fd2cf766b363c93a59cbcbe1370&txTime=18d00acf488
966.45ms,Makkal TV,https://live.catvod.com/live.php?id=Makkaltv
966.46ms,青岛城阳,http://pili-live-rtmp.56.i2863.com/i2863-56/live_56_307317.m3u8?shandd
966.51ms,通化新闻 [Geo-blocked],https://stream2.jlntv.cn/tonghua1/sd/live.m3u8
966.56ms,天映经典,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/1165791
966.76ms,CCTV6,https://www.freetv.top/migu/624878396.m3u8?migutoken=cf8aa2ae484a26a284790c996f43ed3d911dfba0ee5662ecc4c55b38098e9337cf10f0ac3894a85627dcfe0492addd1d07ff6e3aa6f467d0a2f30f53c4d0ce2a4686f74d46c050c0e010f46a65
966.77ms,辽源新闻综合 [Geo-blocked],https://stream2.jlntv.cn/liaoyuan1/sd/live.m3u8
966.90ms,Devil青酱,https://www.goodiptv.club/douyu/9510544
967.02ms,湖南张家界将军列队,https://gcalic.v.myalicdn.com/gc/zjjjjdl_1/index.m3u8
967.20ms,森林是我家1,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/c105c056c3f744baa49ce0b8b39c1f3b/1200.m3u8
967.42ms,凤凰资讯,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/1163871
967.52ms,勇敢的长颈鹿(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/8a9d50517baa443b82b3e4c9e0078351/1200.m3u8
967.54ms,Nashua ETV Channel 22 Nashua NH,https://livestream.telvue.com/nashuanh2/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8
967.61ms,yaoyao说,https://www.goodiptv.club/douyu/884073
967.67ms,芒市综合,http://live.ynurl.com/video/s10001-mstv1/index.m3u8
967.75ms,辣妈带娃记,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/8fd303fc08454c3497673fa40ced6284/1200.m3u8
967.76ms,爱玩客iVankr,https://www.goodiptv.club/douyu/317409
967.88ms,广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=e4115b603801e53725e7debad2d4f5da&txTime=18dcb681fec
967.97ms,湖南娱乐,https://stream1.freetv.fun/hu-nan-yu-le-7.m3u8
968.10ms,捕食一瞬间(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/426cfdd1924a452b863c0cd52af6436b/1200.m3u8
968.26ms,Nation,https://live.catvod.com/live.php?id=nation_pat
968.40ms,天籁之音-国风,http://play-radio-stream3.hndt.com/now/UzPxbRaT/playlist.m3u8
968.50ms,农安新闻综合 [Geo-blocked],https://stream2.jlntv.cn/naxw/sd/live.m3u8
968.61ms,林州电视,http://live.dxhmt.cn:9081/tv/10581-1.m3u8
968.68ms,都市里的野生家园(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/03770b0594d44f289ce91022fe37a7bf/1200.m3u8
968.73ms,搞笑动漫大本营,https://www.goodiptv.club/douyu/9650181
968.75ms,少女娜娜酱,https://www.goodiptv.club/douyu/9445557
968.78ms,中天亚洲,http://aktv.top/AKTV/live/aktv/null-12/AKTV.m3u8
968.88ms,河南-八里沟天界山玻璃栈道,https://gcalic.v.myalicdn.com/gc/blg03_1/index.m3u8?contentid=2820180516001
968.93ms,CCTV1,https://t.freetv.fun/live/cctv1-5.php
969.07ms,DHA (720p) [Not 24/7],https://603c568fccdf5.streamlock.net/live/dhaweb1_C5efC/playlist.m3u8
969.15ms,NHK Kishou Saigai (360p) [Not 24/7],https://newssimul-stream.nhk.jp/hls/live/2010561/nhknewssimul/master.m3u8
969.17ms,荒野里的呼唤,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/de55f16b130042b19472ef89e184d719/1200.m3u8
969.41ms,流心影者,https://www.goodiptv.club/douyu/9447717
969.42ms,黑T毒物,https://www.goodiptv.club/douyu/3579219
969.73ms,Tuscia Sabina 2000Tv,http://ts2000tv.streaming.nextware.it:8081/ts2000tv/ts2000tv/chunks.m3u8
969.74ms,CCTV1,http://120.238.94.10:9901/tsfile/live/1018_1.m3u8
969.86ms,冰雪世界狼女王(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/640f926df6fb4f398d40c8b254248750/1200.m3u8
969.91ms,九冢嵬,https://www.goodiptv.club/douyu/9393501
970.28ms,吉林市新闻|澜露直播,http://36.108.172.237:10206/stream/channelid/1547302023?ticket=d6f77584ffa38302512849dcd2cdba3f5d522066
970.46ms,猎豹妈妈奋斗记,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/6b10d45dafaa47f4a3c3444946c074c9/1200.m3u8
970.89ms,猎食计划3,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/947b6c076a0c4a3ca72a1274731feb66/1200.m3u8
970.93ms,阳仔骑行,https://www.goodiptv.club/douyu/9329185
971.11ms,镇平新闻综合,http://live.dxhmt.cn:9081/tv/11324-1.m3u8
971.27ms,CCTV17,http://120.238.94.10:9901/tsfile/live/1048_1.m3u8
971.28ms,石家庄文化娱乐,http://nn.7x9d.cn/石家庄.php?id=6
971.39ms,励志少年派,https://www.goodiptv.club/douyu/8700367
971.42ms,辽宁沈阳浑河桥,https://gctxyc.liveplay.myqcloud.com/gc/ljgcdsc_1/index.m3u8
971.71ms,都江堰大熊猫F,https://gcwbndali.v.myalicdn.com/gcwbnd/xiongmao16_2/index.m3u8
971.79ms,福建-醉美沙滩翡翠湾,https://gcalic.v.myalicdn.com/gc/fcw03_1/index.m3u8?contentid=2820180516001
972.08ms,VIUTV粤,https://cdn.163189.xyz/163189/viu
972.19ms,铁血影视汇,https://www.goodiptv.club/douyu/9649701
972.54ms,梓帆说电影,https://www.goodiptv.club/douyu/9769563
972.80ms,云南白沙远眺玉龙雪山,https://gcalic.v.myalicdn.com/gc/hkylxs03_1/index.m3u8
972.87ms,东森卫视,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/283893
973.05ms,py86阿,https://www.goodiptv.club/douyu/8849954
973.11ms,Svip丶YoYo,https://www.goodiptv.club/douyu/3472959
973.19ms,SCM,https://live.catvod.com/live.php?id=Weishimovie
973.26ms,忌日快乐【国语】（美国恐怖片）,https://vip.lz-cdn16.com/20230429/19290_1ae710fa/index.m3u8
973.47ms,小岛讲电影,https://www.goodiptv.club/douyu/9390955
973.47ms,怀旧音乐,http://vodcdn.video.taobao.com/oss/ali-video/84722d96b62883dafdcc154afbf0bb03/video.m3u8
973.64ms,广东卫视,http://dms.yryyj.site:8188/udp/239.76.245.189:1234
973.67ms,微笑影视解说,https://www.goodiptv.club/douyu/9476790
973.93ms,非洲野放计划3,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/234631821d1343b086ed272be364d861/1200.m3u8
973.96ms,斗鱼-奶虫影院,http://222.186.39.21:35466/douyu/263824
975.38ms,野生白狮(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1e405a3890d3497d80df5351ad30f169/1200.m3u8
975.55ms,「云南」文山综合广播,https://tv.iill.top/fm/2394&token=d69be6caf2bede4d3f6aaaa2b6093d96bd52c9fcaac6841e7bcdfdac12c1947a
975.59ms,厦门移动,http://8.138.7.223/tv/xmtv.php?id=xmyd
975.96ms,和田维语影视|澜露直播,http://livehtrmt.chinamcache.com/live/htzb3.m3u8?txSecret=049b5e3cb4e70b1931e02eeba33ed6a5&txTime=6631F764
976.00ms,PBS儿童台(EN),https://stream1.freetv.fun/mei-guo-ce-shi-pbs-kids-1.ctv
976.42ms,忆暄Ethan,https://www.goodiptv.club/douyu/9570042
976.59ms,东方卫视,http://112.46.85.60:8009/hls/31/index.m3u8
976.75ms,龙飘飘《我没醉》,https://vdse.bdstatic.com//3d48e45e47836cd75c202ec957260837.mp4
977.37ms,CCTV9,https://www.freetv.top/migu/673168140.m3u8?migutoken=9cebd017730e6020100052694015764931490d9ade0a92839f3198d104590414f3e93626dcf6f49b091a21735b592dc818723022c59d669f301e707c1ec905675a758fc939301e086d4569e77d
977.81ms,陕西二套|澜露直播,http://219.145.93.74:10000/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
978.18ms,铁头与橘子,https://www.goodiptv.club/douyu/9450942
978.18ms,东方卫视4K,https://bp-resource-dfl.bestv.cn/148/3/video.m3u8
978.38ms,苏八拉西吐槽屋,https://www.goodiptv.club/douyu/97643
978.50ms,金豺夫妇的故事,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/5b71afacb8eb442d9d4a5844d3ceca15/1200.m3u8
978.55ms,CCTV3,http://223.105.252.59/PLTV/4/224/3221228499/index.m3u8?servicetype=1
978.65ms,广东新闻,http://120.238.94.10:9901/tsfile/live/1010_1.m3u8
978.66ms,TODAY All Day,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5d695f7db53adf96b78e7ce3/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2c73e2-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=4b9a9385-79d0-48ba-8524-7334c82add93
978.74ms,Canale Italia,https://ovp-live.akamaized.net/ac115_live/canale1.smil/playlist.m3u8
978.88ms,喵妹说电影,https://www.goodiptv.club/douyu/9312432
979.14ms,「福建」宁德综合广播,https://tv.iill.top/fm/1513&token=d69be6caf2bede4d3f6aaaa2b6093d96bd52c9fcaac6841e7bcdfdac12c1947a
979.20ms,吉林市生活|澜露直播,http://36.108.172.237:10206/stream/channelid/2032964622?ticket=bf5c8215108ec4072bcedbd100edd817000010bf
979.22ms,海洋里的神奇家族(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/ef8e561920694e4a81cd1933314610cb/1200.m3u8
979.41ms,非凡虎女王(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/2e657776c024445b83a0554d71773c0b/1200.m3u8
979.43ms,电影笔记,https://www.goodiptv.club/douyu/9636034
979.51ms,广西国际,https://hlscdn.liangtv.cn/live/0234c48e0bc24fe1b41b9999a253e581/1075ee38e04f490690f6a36a16e09c79.m3u8
979.65ms,陕西一套|澜露直播,http://219.145.93.74:10000/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
980.12ms,屏边综合,http://live.ynurl.com/video/s10040-pbzh/index.m3u8?zyund
980.30ms,邯郸公共|澜露直播,http://ylt.7766.org:333/hls/32/index.m3u8
980.56ms,CCTV11,https://t.freetv.fun/live/cctv11-6.php
980.57ms,CI,https://live.catvod.com/live.php?id=ci_twn
980.85ms,CCTV11,https://www.freetv.top/migu/667987558.m3u8?migutoken=0889c33c8749b813b28c533d0ceb5e64bdf62396a1f0d2d849b8980a53dc7a8553dda3a862c070fb58ada9d23f299446643d38d44ab5b1506b0ff3a5033bd766ae621fd4e8c886ae46a9905d73
981.28ms,韩国-EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
981.56ms,小熊的故事1,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d3c750e3481a4ca696898875f6e6dbf1/1200.m3u8
982.07ms,勇敢的荒野人,https://www.goodiptv.club/douyu/9618038
982.17ms,Alpauno,https://5f22d76e220e1.streamlock.net/alpaunotv/alpaunotv/playlist.m3u8
982.22ms,雄风再起,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/b9176a8a35c94c37ade29708eed40190/1200.m3u8
982.56ms,第一财经,http://8.138.7.223/tv/shtv.php?id=dycj
982.62ms,乐儿丶Ler,https://www.goodiptv.club/douyu/8221699
982.64ms,Asianet,https://live.catvod.com/live.php?id=asianet_raj
982.64ms,Now 80s (720p),https://lightning-now80s-samsungnz.amagi.tv/playlist720p.m3u8
982.66ms,中天新闻,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv009&sd=1080&proxy=false
982.74ms,美酒加咖啡龙飘飘,https://vdse.bdstatic.com//816c73543ede254586a625cacc67ea0f.mp4
983.40ms,安徽池州九华山风景区九华山,https://gcalic.v.myalicdn.com/gc/jhs05_1/index.m3u8
983.54ms,扒圈圈V,https://www.goodiptv.club/douyu/9649913
983.56ms,CCTV4,http://112.27.235.94:8000/hls/4/index.m3u8
983.63ms,CCTV3,http://120.238.94.10:9901/tsfile/live/1020_1.m3u8
984.03ms,快乐垂钓,http://8.138.7.223/tv/mgtv.php?id=218
984.25ms,「斗鱼」我的世界,https://live.iill.top/douyu/738878
984.27ms,内蒙古,http://120.238.94.10:9901/tsfile/live/1072_1.m3u8
984.65ms,旺仔大哥哥阿,https://www.goodiptv.club/douyu/9629361
984.71ms,EBS Kids Ⓢ,https://ebsonair.ebs.co.kr/ebsufamilypc/familypc1m/playlist.m3u8
984.92ms,公视 CTV,https://live.catvod.com/live.php?id=ctv18_twn
985.37ms,「电视伴音」CCTV1,https://piccpndali.v.myalicdn.com/audio/cctv1_2.m3u8
985.70ms,俄罗斯第一,https://streaming.televizor-24-tochka.ru/live/210.m3u8
986.40ms,CRI 南海之声,http://sk.cri.cn/nhzs.m3u8
986.48ms,江西衛視,https://t.freetv.fun/live/jiang-xi-wei-shi-4.php
986.55ms,爱你我的宝宝(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/f16dbba3ddf84af2a0ff1521448ee4da/1200.m3u8
986.56ms,奇特动物的奇特遭遇(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/2b20f8ba9ae14d96b9907f59bb758595/1200.m3u8
986.81ms,电影周星星,http://live.metshop.top/huya/11336587?cdn=alicdn
987.06ms,Channel News Asia,https://ythls.armelin.one/channel/UC83jt4dlz1Gjl58fzQrrKZg.m3u8
987.18ms,无线华丽翡翠,http://iptv.4666888.xyz/iptv2A.php?id=28
987.19ms,厦门二套,http://8.138.7.223/tv/xmtv.php?id=xm2
987.41ms,CCTV5,http://112.46.105.20:8009/hls/503/index.m3u8
987.43ms,「电视伴音」CCTV3,https://piccpndali.v.myalicdn.com/audio/cctv3_2.m3u8
987.43ms,草原三巨头,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/2bdc779138bb4235b20a5155e40fa7c8/1200.m3u8
987.95ms,水牛与狮子的争战,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d1e0dc98b1374b43b157bf82eebc6d09/1200.m3u8
988.34ms,楚哥说电影,https://www.goodiptv.club/douyu/9375743
988.49ms,?NHTV,http://nonghyup.flive.skcdn.com/nonghyup/_definst_/nhlive/playlist.m3u8
988.71ms,湖北教育|澜露直播,http://120.202.94.181:9446/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
988.93ms,泽静,https://www.goodiptv.club/douyu/9055742
989.24ms,林翠萍《麦搁來这套》HD,https://vdse.bdstatic.com//5b388a47b1233105831e09b8cadc1edd.mp4
989.29ms,中二大帝妮可姬,https://www.goodiptv.club/douyu/9612400
989.37ms,CCTV10,http://m.061899.xyz/mg/cctv10
989.51ms,王俊凯的资源组,https://www.goodiptv.club/douyu/8862216
989.75ms,南部|澜露直播,http://pili-live-rtmp.148.i2863.com/i2863-148/live_148_811389.m3u8
990.10ms,广州法治,http://dxa.yiandrive.com:39319/gztv/fazhi
990.14ms,险境求生的小河马(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/4b24374adc24487db8c9d5ac5d037079/1200.m3u8
990.38ms,动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-20.m3u8
990.49ms,Psyman塞门,https://www.goodiptv.club/douyu/9753585
990.69ms,衢州衢江综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
990.74ms,清河经济综艺,https://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8
990.95ms,伦帝电影说,https://www.goodiptv.club/douyu/9368091
991.45ms,绽放的生命2,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7b6ed77c03224d298a72a8311fcf10a7/1200.m3u8
991.59ms,龍翔時代,https://tv.iill.top/x/lxsd
991.85ms,CCTV1,http://223.105.252.60/PLTV/4/224/3221228581/index.m3u8?servicetype=1
991.90ms,封丘新闻综合,http://live.dxhmt.cn:9081/tv/10727-1.m3u8
992.03ms,Odeon 24,https://streaming.softwarecreation.it/Odeon/Odeon/manifest.m3u8
992.12ms,孟庭苇-我说的谎都是真的,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/9aqTcUjlJ7KZkA37W1E%40%40hd.m3u8
992.27ms,合肥生活|澜露直播,http://112.27.235.94:8000/hls/19/index.m3u8
992.36ms,西施撩电影,https://www.goodiptv.club/douyu/7532080
992.48ms,驻马店新闻|澜露直播,http://help.lwfz.fun:8800/rtp/239.16.10.170:2000
992.62ms,CCTV5,http://120.238.94.10:9901/tsfile/live/1022_1.m3u8
992.62ms,雲南衛視,https://t.freetv.fun/live/yun-nan-wei-shi-8.php
992.80ms,风云音乐,http://120.238.94.10:9901/tsfile/live/1089_1.m3u8
992.87ms,「广东」肇庆高新区广播,https://tv.iill.top/fm/3285&token=d69be6caf2bede4d3f6aaaa2b6093d96bd52c9fcaac6841e7bcdfdac12c1947a
993.03ms,TVB明珠,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/1163933
993.07ms,武汉教育,https://stream1.freetv.fun/wu-yi-jiao-yu-15.m3u8
993.27ms,湖南衛視,https://t.freetv.fun/live/hu-nan-wei-shi-4.php
993.46ms,河北经济|澜露直播,http://ylt.7766.org:333/hls/23/index.m3u8
993.66ms,CCTV6,https://www.freetv.top/migu/624878396.m3u8?migutoken=fad6ba45166658ac148a6a597b94823f91673302510000cce2a906c7a6634ee620570956e2746b8b2cf59ae5370dd0f1ff919edf280e875ab76365c094c9960948ebc38ca05218b8effb809ba5
993.67ms,植物王国漫游记,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/508b9a0c8be74d89a431b24114c91faa/1200.m3u8
993.70ms,陕西卫视,http://120.238.94.10:9901/tsfile/live/1070_1.m3u8?key=txiptv
993.79ms,RCTI,https://live.catvod.com/live.php?id=Rcti
993.80ms,「电视伴音」CCTV2,https://piccpndali.v.myalicdn.com/audio/cctv2_2.m3u8
993.83ms,狼女王的奋斗传奇,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/f2d629470e214acf9d08dc81f4773cbf/1200.m3u8
994.08ms,超级狮子群的故事(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1c0a25fcb5564e02a435ec33fbdc4888/1200.m3u8
994.28ms,梨园频道,http://live.dxhmt.cn:9080/19903718786/3159ec673c114135816d45dd52ad7396.m3u8
994.43ms,电影先锋V,https://www.goodiptv.club/douyu/8711212
994.47ms,郑州商都-2|澜露直播,http://39.165.39.49:19901/tsfile/live/1125_1.m3u8
994.59ms,奇怪电影,https://www.goodiptv.club/douyu/9440966
994.61ms,老邪说电影,https://www.goodiptv.club/douyu/9222870
994.92ms,风云剧场,http://120.238.94.10:9901/tsfile/live/1090_1.m3u8
994.92ms,广州南国都市4k|澜露直播,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=babbcbacdbcf13a3311a264e4dd66b8d&txTime=191b60b41a7
995.54ms,隐秘王国里的奇迹4,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/953467196a854ed786f7e3521579f1f6/1200.m3u8
995.78ms,青岛崂山八水河,https://gcalic.v.myalicdn.com/gc/qdls02_1/index.m3u8
996.01ms,我是吃泡面看电影,https://www.goodiptv.club/douyu/8851063
996.58ms,跟着盟哥去探秘,https://www.goodiptv.club/douyu/1178229
996.70ms,四平梨树新闻,http://stream6.jlntv.cn/ls/playlist.m3u8
996.82ms,都江堰大熊猫D,https://gcwbndali.v.myalicdn.com/gcwbnd/xiongmao14_2/index.m3u8
996.96ms,南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=627498b93bc6f5d6e2460d0823bf81a3&txTime=18e6df74fc2
997.00ms,乌镇全景,https://gcalic.v.myalicdn.com/gc/zjwzblt_1/index.m3u8
997.06ms,四川峨眉山远眺万佛顶,https://gcalic.v.myalicdn.com/gc/emswfs_1/index.m3u8
997.20ms,《来生再去拥抱你》《梨花飞情人泪》《落雨的秋》《梦醉荷塘》HD,https://vdse.bdstatic.com//d5e3237c7ef186217ea1c9b24d58e2ae.mp4
997.38ms,都江堰大熊猫B,https://gcwbndali.v.myalicdn.com/gcwbnd/xiongmao12_2/index.m3u8
997.47ms,「广西」来宾人民广播电台,https://tv.iill.top/fm/1081&token=d69be6caf2bede4d3f6aaaa2b6093d96bd52c9fcaac6841e7bcdfdac12c1947a
997.59ms,DJ劲爆舞曲《在我心里有个你》《东南西北风》《一万个对不起》等HD,https://vdse.bdstatic.com//8343b02f5e7465d4c5b07e54403438b8.mp4
997.96ms,长沙政法,http://8.138.7.223/tv/mgtv.php?id=254
998.01ms,CCTV13,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGouanh3bHR4LmNvbTo4MDAzL2NjdHYxMy5tM3U4
998.06ms,龙华洋片,http://rihou.cc:555/tv/[Pd]龙华洋片
998.12ms,「四川」宜宾音乐广播,https://tv.iill.top/fm/3272&token=d69be6caf2bede4d3f6aaaa2b6093d96bd52c9fcaac6841e7bcdfdac12c1947a
998.28ms,山东-泰山主峰,https://gcalic.v.myalicdn.com/gc/taishan01_1/index.m3u8?contentid=2820180516001
998.29ms,Access Nashua,https://livestream.telvue.com/nashuanh1/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8
998.69ms,四人帮之钱不够洗【国语】（香港恐怖片）,https://v.cdnlz16.com/20230911/38416_839d88ae/index.m3u8
998.79ms,焦作公共|澜露直播,http://help.lwfz.fun:8800/rtp/239.16.20.155:11550
999.23ms,Беларусь 5 Интернет,https://ngtrk.dc.beltelecom.by/ngtrk/smil:belarus5int.smil/playlist.m3u8
999.27ms,云南丽江玉龙雪山,https://gcalic.v.myalicdn.com/gc/ylxs11_1/index.m3u8
999.45ms,御魔君,https://www.goodiptv.club/douyu/9199976
999.49ms,超级狮子家族,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/f689bc846e93479898d8dcbdffad9744/1200.m3u8
999.57ms,「福建」漳州交通广播,https://tv.iill.top/fm/1484&token=d69be6caf2bede4d3f6aaaa2b6093d96bd52c9fcaac6841e7bcdfdac12c1947a
999.74ms,CCTV2,http://120.238.94.10:9901/tsfile/live/1019_1.m3u8
999.84ms,MBC 1 USA (1080p) [Geo-blocked],https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-1-usa/fdac3a4fc0473f1f56e07ec1d63a4b7b/index.m3u8
1000.05ms,角马幸运儿(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/67b7d65e3b3e4b509e314e65937ef369/1200.m3u8
1000.17ms,上蔡1,http://live.dxhmt.cn:9081/tv/11722-1.m3u8
1000.63ms,TVB Plus综合,http://rihou.cc:555/tv/[PL]Plus综贰
1000.74ms,陕西卫视,http://112.46.85.60:8009/hls/17/index.m3u8
1000.92ms,书岳钓鱼,https://www.goodiptv.club/douyu/10100206
1000.95ms,青海卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGoxLmp4d2x0eC5jb206ODAwMy9saXZlMTA5Ni5tM3U4
1000.96ms,fashionTV,https://cdnua03.hls.tv/677/hls/2f150728f5400a70b2c3bf51765365cc/226/stream.m3u8
1000.96ms,赌片,https://live.metshop.top/huya/11342399
1001.00ms,刀郎经典歌曲精选,https://vdse.bdstatic.com//4fcca19a19aa4974230c5ee70ab5fa55.mp4
1001.15ms,陕西西安樊川,https://gctxyc.liveplay.myqcloud.com/gc/cntv506-zbzg_1/index.m3u8
1001.65ms,海的呼唤,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/ee6a46541b624388a01ba2fc14c34079/1200.m3u8
1001.80ms,CCTV8,https://www.freetv.top/migu/624878356.m3u8?migutoken=0a76cbc0bc4ad3f543ea840f676f97981a6e915839a57cc8d1b693f680273e8fa445b7accee1b44eeaa3d77c9c020cb6582b3e96d0f07aeb2f965b3ed20f968f94a9d3064ca1a4249d3e9911c9
1001.82ms,广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8?zsicd
